hr111-111	Kanjorski, Paul E.	0
hr1110-111	"Scott, Robert C. ""Bobby"""	0
hr1111-111	Rehberg, Denny	0
hr1112-111	Rehberg, Denny	0
hr1113-111	Rehberg, Denny	0
hr1114-111	Rehberg, Denny	0
hr1115-111	Rehberg, Denny	0
hr1116-111	Waters, Maxine	0
hr1117-111	Baldwin, Tammy	0
hr1118-111	Blackburn, Marsha	0
hr1119-111	Davis, Lincoln	0
hr112-111	Fortenberry, Jeff	0
hr1120-111	Edwards, Chet	0
hr1121-111	Foxx, Virginia	1
hr1122-111	Franks, Trent	0
hr1123-111	Kaptur, Marcy	0
hr1124-111	Kaptur, Marcy	0
hr1125-111	Kaptur, Marcy	0
hr1126-111	Lewis, John	0
hr1127-111	Lofgren, Zoe	1
hr1128-111	Lynch, Stephen F.	0
hr1129-111	Lynch, Stephen F.	0
hr113-111	Fortenberry, Jeff	0
hr1130-111	Maloney, Carolyn B.	0
hr1131-111	Maloney, Carolyn B.	0
hr1132-111	Pomeroy, Earl	0
hr1133-111	Rush, Bobby L.	0
hr1134-111	Sensenbrenner, F. James, Jr.	0
hr1135-111	Shuster, Bill	0
hr1136-111	Stupak, Bart	0
hr1137-111	Towns, Edolphus	0
hr1138-111	Weiner, Anthony D.	0
hr1139-111	Weiner, Anthony D.	0
hr114-111	Fortenberry, Jeff	0
hr1140-111	Weiner, Anthony D.	0
hr1141-111	LaTourette, Steven C.	0
hr1142-111	Eshoo, Anna G.	0
hr1143-111	Poe, Ted	0
hr1144-111	Johnson, Eddie Bernice	0
hr1145-111	Gordon, Bart	0
hr1146-111	Paul, Ron	0
hr1147-111	Doyle, Michael F.	0
hr1148-111	Bilirakis, Gus M.	0
hr1149-111	Brown-Waite, Ginny	0
hr115-111	Fortenberry, Jeff	0
hr1150-111	Carney, Christopher P.	0
hr1151-111	DeLauro, Rosa L.	0
hr1152-111	DeLauro, Rosa L.	0
hr1153-111	DeLauro, Rosa L.	0
hr1154-111	DeLauro, Rosa L.	0
hr1155-111	Eshoo, Anna G.	0
hr1156-111	Heller, Dean	0
hr1157-111	Herseth Sandlin, Stephanie	0
hr1158-111	Higgins, Brian	0
hr1159-111	Meek, Kendrick B.	0
hr116-111	Foxx, Virginia	0
hr1160-111	Meeks, Gregory W.	0
hr1161-111	Price, David E.	0
hr1162-111	Putnam, Adam H.	0
hr1163-111	Terry, Lee	0
hr1164-111	Van Hollen, Chris	0
hr1165-111	Davis, Susan A.	0
hr1166-111	"Scott, Robert C. ""Bobby"""	0
hr1167-111	Carnahan, Russ	0
hr1168-111	Boozman, John	0
hr1169-111	Boozman, John	0
hr117-111	Frelinghuysen, Rodney P.	0
hr1170-111	Boozman, John	0
hr1171-111	Boozman, John	0
hr1172-111	Boozman, John	0
hr1173-111	Ellsworth, Brad	0
hr1174-111	Oberstar, James L.	0
hr1175-111	Foster, Bill	0
hr1176-111	Kline, John	0
hr1177-111	Moore, Dennis	1
